"page","diagram_number","players","year","solution_move","solution_move_with_notation","solution_full_move","solution_full_text","solution_turn","fen","api_turn","image_path","image_page","header_page","solution_page"
"215","267","Ponomariov - Bareev","2009","f5","f5!","30... f5!","30...f5! To activate the bishop. 31.exf5? 31.Re2?! fxe4 32.fxe4 Rd4µ; 31.Nd2!= was the best way to fight against the bishop. 31...e4 32.fxe4? Losing, but White was in trouble anyway. 32...Qxe4+ 33.Kh3 Rd4 Black is winning. Anand’s next moves were instructive: 34.Ne3 Qe8! 35.g4 h5!-+","black","","","data_output/extracted_images/diagram_252_page_216.png","216","215","216"
"215","268","Topalov - Anand","2010","f5","f5!","30... f5!","30...f5! To activate the bishop. 31.exf5? 31.Re2?! fxe4 32.fxe4 Rd4µ; 31.Nd2!= was the best way to fight against the bishop. 31...e4 32.fxe4? Losing, but White was in trouble anyway. 32...Qxe4+ 33.Kh3 Rd4 Black is winning. Anand’s next moves were instructive: 34.Ne3 Qe8! 35.g4 h5!-+","black","","","data_output/extracted_images/diagram_253_page_216.png","216","215","216"
"216","269","Kramnik - Grischuk","2011","b5","b5!","11... b5!","11...b5! The move Black wants to play in the Benoni. Black should not start with 11...h6?! 12.Be3 as","black","","","data_output/extracted_images/diagram_254_page_216.png","216","216","216"
"217","270","Vitiugov - Khalifman","2011","Kf1","Kf1!","12. Kf1!","12.Kf1! The strong pawn centre would be less valuable without queens. Yes, White would have preferred to castle, but the rook can still become useful on the h-file after h2-h4. 12...b6 13.Qe2!²","white","","","data_output/extracted_images/diagram_255_page_217.png","217","217","217"
"217","271","Giri - Ponomariov","2011","cxb5","cxb5!","21... cxb5!","21...cxb5! 21...axb5 22.axb5 Nbc4 23.bxc6 bxc6² reaches a position where it’s hard for White to win, but the weak c6-pawn will be there for a long time. 22.axb5 22.a5 Nbc4 23.Nxd5 Qf7³ Black controls the most important light squares. 22...a5 White has not achieved anything on the queenside; the a-pawn is more strong than weak. 23.Nd2 Black could now have prevented e3-e4 at the price of a weak e5-square. 23...f5!?÷ 23...a4 24.e4÷","black","","","data_output/extracted_images/diagram_256_page_218.png","218","217","218"
"218","272","Carlsen - Aronian","2012","f3","f3!","14. f3!","14.f3!² Mobilizing the central pawns. 14.Rad1 is a decent move but puts less pressure on Black. One difference is 14...a4 15.f3 b5 16.e4 b4 when White can’t go to a4 with the knight.","white","","","data_output/extracted_images/diagram_257_page_218.png","218","218","219"
"219","274","Ponomariov - Harikrishna","2012","Bxe6","Bxe6","13. Bxe6","13.Bxe6 13.d4 Bxa2 14.Rxa2 exd4 15.cxd4 c5³ 13...fxe6 Black’s doubled pawns are not weak for the moment, but they are (as usual) making it difficult to advance other pawns without creating weaknesses. For example, White does not have to worry about ...d6-d5 as it would weaken the e5- pawn. Even so, White’s standard reaction after doubling Black’s pawns is to exchange one of them. 14.d4! bxc3 15.bxc3 exd4 16.cxd4+/- Black soon needs to spend energy defending the e6-pawn. With the position opening up, Black’s king would have preferred to have a pawn on f7.","white","","","data_output/extracted_images/diagram_258_page_220.png","220","219","220"
"220","275","Ponomariov - Cheparinov","2012","Nf1","Nf1!","13. Nf1!","13.Nf1!² Heading for e3 to control d5. (Black was threatening ...d6-d5.)","white","","","data_output/extracted_images/diagram_259_page_220.png","220","220","221"
"221","277","Kasimdzhanov - Topalov","2013","c4","c4!","9... c4!","9...c4! White should not castle long before the pawns have been exchanged with dxc5 or ...c5xd4. Black has a self-playing attack9...Qa6 10.Kb1 c4! is an alternative leading to the same type of situation.","black","","","data_output/extracted_images/diagram_260_page_223.png","223","221","223"
"222","278","Ardelean - Khalifman","2013","c4","c4!","9... c4!","9...c4! White should not castle long before the pawns have been exchanged with dxc5 or ...c5xd4. Black has a self-playing attack9...Qa6 10.Kb1 c4! is an alternative leading to the same type of situation.","black","","","data_output/extracted_images/diagram_261_page_223.png","223","222","223"
"223","279","Carlsen - Anand","2013","f3","f3!","19. f3!","19.f3! Making use of the centre pawns. 19.b4?! is unnecessary because Black cannot play ...c6-c5","white","","","data_output/extracted_images/diagram_262_page_223.png","223","223","223"
"224","280","Carlsen - Anand","2013","Nxe6","Nxe6!","24. Nxe6!","24.Nxe6! After 24.exd5 Black can’t recapture on d5, but 24...Bf5! leaves White with only a small advantage. 24...fxe6 25.Bh3+- Black collapses. (A tactical exercise? Well, Bh3 is a standard move.)","white","","","data_output/extracted_images/diagram_263_page_224.png","224","224","224"
"224","281","Khalifman - Predke","2014","c6","c6!","14... c6!","14...c6! Activating the b7-bishop as well as the e7-knight. 14...Bxe3?! 15.Rxe3 helps White’s rook to develop, making it easier to double up in the future. 15.dxc6 Nxc6= Black has plenty of active possibilities, so the backward d6-pawn is no big deal.","black","","","data_output/extracted_images/diagram_264_page_225.png","225","224","225"
"225","282","Kramnik - Giri","2014","e5","e5!","14. e5!","14.e5!+/- White continues with f4-f5 (unless g2-g4 traps the knight). The e4-e5 advance can be","white","","","data_output/extracted_images/diagram_265_page_225.png","225","225","225"
"226","283","Kramnik - Nakamura","2014","gxf5","gxf5","12... gxf5","12...gxf5 Every Russian schoolboy knows that Black must take back with the pawn. Every American superstar as well. 12...Bxf5 13.g4! Bd7 and White’s pieces are better - especially after 14.g5!+/- gaining the g5-square. The following moves are not part of the exercise, but since they are instructive, let’s include them: 13.Qc1! f4! 14.g3! e4! 15.Nh4 e3! 16.fxe3 fxg3 17.Ng6 With a position that’s been discussed a lot in top-level games.","black","","","data_output/extracted_images/diagram_266_page_226.png","226","226","226"
"226","284","Caruana - Anand","2015","c5","c5","14... c5","14...c5 Getting rid of the backward pawn. 15.dxc5 Nxc5³ White’s pieces are misplaced.","black","","","data_output/extracted_images/diagram_267_page_227.png","227","226","227"
"227","285","Topalov - Aronian","2015","Qb4","Qb4!","16. Qb4!","16.Qb4! Before Black has time for ...c7-c5. To avoid losing material Black is forced to exchange queens, which opens the c-file in White’s favour. 16...Qxb4 17.cxb4 Nc6 18.Rab1²","white","","","data_output/extracted_images/diagram_268_page_227.png","227","227","227"
"228","286","Grischuk - Topalov","2015","b4","b4","15... b4","15...b4 Not allowing White to play b3-b4. 15...Qb6 can be included first. 16.Na4 16.Nb5? Qb6 17.Kh1 g5! was the game, and Black soon won a piece. 16...Nxa4 17.Rxa4 a5=","black","","","data_output/extracted_images/diagram_269_page_228.png","228","228","228"
"228","287","Kasparov - Rajkovic","2015","h6","h6!","13... h6!","13...h6! Not allowing h5-h6, which would create eternal weaknesses in Black’s position. After h5-h6","black","","","data_output/extracted_images/diagram_270_page_228.png","228","228","228"
"229","288","Nakamura - Topalov","2016","e4","e4","12... e4","12...e4 This pawn provides the starting ground for an expansion on the kingside. 12...exd4 13.exd4 is usually only advisable when Black can follow up with ...Ne4 soon. 12...0-0 is okay for Black, but less flexible given the choices mentioned at the end of the main line. (This is in contrast to the common scenario where it’s most flexible to start by castling!) 12...b5 13.b4 leaves the pawn on c6 weak, which encourages White to play for e3-e4. In the event of 13...e4 White plays 14.f3 exf3 15.Qxf3² with good chances on the light squares. 13.b4 Now 13.f3? exf3 14.Qxf3 is well met by 14...Nf8 intending ...Ne6-g5. 13...axb4 14.axb4 Nf8 15.b5 Ne6 16.Bd2÷ Black has two major choices to make. Should he castle or keep the rook on the h-file? And should the knight go to g5 quickly, or wait until ...g6-g5-g4 has been played? These decisions are beyond the scope of the exercise; but in any case, White is not playing on the queenside for free.","black","","","data_output/extracted_images/diagram_271_page_229.png","229","229","229"
"229","289","Karjakin - Topalov","2016","Bf6","Bf6!","17... Bf6!","17...Bf6!÷ Defending the king while also having active possibilities in mind. 17...Rc8? was played in the game, and we’ll return to it in Exercise 542. 17...Qc8?! guards e6 but is too passive. The exercise ends here, as White has many possibilities and we can’t realistically expect to calculate all of them. One of many possible continuations is: 18.h6!? fxg6! 19.hxg7 19.Nxe6?! Qe7 20.Nxf8 Bxc3 21.bxc3 Bxe4© is balanced according to the engine, but from a human perspective it’s clearly more dangerous for White. 19...Re8 20.Rh3! The complicated fight continues.","black","","","data_output/extracted_images/diagram_272_page_230.png","230","229","230"
"230","290","Kasparov - Caruana","2016","Ne2","Ne2!","13. Ne2!","13.Ne2! Chasing away the bishop from the defence of the knight. 13...Bxb2 14.Rb1 Ba3 White has two good options here, the strongest being: 15.Bxe6! 15.Bxf6 Qxf6 16.Qxf6 gxf6 17.Rxf6+/- is excellent for White. 15...fxe6 16.d4 Trapping the bishop! A tactical exercise? Well, the first move is a standard one.","white","","","data_output/extracted_images/diagram_273_page_230.png","230","230","231"
"231","291","Kramnik - Sjugirov","2016","c5","c5!","8... c5!","8...c5! Controlling the centre. The move has to be played straight away, as White would otherwise go b2-b4.","black","","","data_output/extracted_images/diagram_274_page_232.png","232","231","232"
"231","292","Kramnik - Carlsen","2016","c5","c5!","8... c5!","8...c5! Controlling the centre. The move has to be played straight away, as White would otherwise go b2-b4.","black","","","data_output/extracted_images/diagram_275_page_232.png","232","231","232"
"232","293","Carlsen - Ghaem Maghami","2016","Bb5","Bb5","9. Bb5","9.Bb5 Playing for the e5-square. 9...Bd7 10.Bxc6 Bxc6 11.Ne5² White doesn’t follow up with f2-f4, but rather with active moves such as Qf3 and/or g3-g4. If the knight needs to be defended, Ndf3 is a","white","","","data_output/extracted_images/diagram_276_page_232.png","232","232","232"
"233","294","Caruana - Anand","2017","e4","e4","12... e4","12...e4 13.Nd2 d5³ Black can slowly prepare an attack on the kingside. Trying to fight back with f2- f3 would weaken White’s position too much.","black","","","data_output/extracted_images/diagram_277_page_233.png","233","233","233"
"233","295","Carlsen - Grigoriants","2017","Qd1","Qd1!","8. Qd1!","8.Qd1!² The only square where the queen isn’t harassed further. Moving the queen two times to end up on the starting square looks odd, but Black has also spent one tempo (...e5xd4) and can’t use the other to open up with ...d7-d5. Without that, White has a favourable structure. White’s next moves are likely to be Nf4, Be2 and 0-0.","white","","","data_output/extracted_images/diagram_278_page_233.png","233","233","234"
"234","296","Anand - Nakamura","2018","","","","","","","","data_output/extracted_images/diagram_279_page_235.png","235","234",""
"239","300","Erigaisi - Howell","2021","Qb6","Qb6!","9. Qb6!","9.Qb6! Qxb6 10.axb6 Ra8 11.c5+/- Black’s queenside may look solid but, after Nd2-b3-a5, it will be hard to defend against sacrifices on b7 and c6 in the long run.","white","","","data_output/extracted_images/diagram_280_page_239.png","239","239","239"
"240","302","Smith - Danielsen","2019","g3","g3","21. g3","21.g3 The bishop pair is a long-term advantage, but it’s not yet working properly. By pushing the h- pawn, White starts to soften up the light squares. 21...Qd7 22.h4 b4 Black aims for counterplay. 22...h5 halts White’s h-pawn but permanently weakens g6. 23.Bg5! is a good move: Black can’t dislodge the bishop with ...h7-h6, and White can think about preparing g2-g4. (The immediate 23.g4!? is also possible, but after 23...hxg4 24.Qxg4 Qd6² Black is ready to counter in the centre with ...e6-e5, with reasonable chances.) 23.Be4² It was possible to exchange the a-pawns, but this would have opened the file for the rook on a8. The drawback of maintaining the tension is that White might be left with a weak pawn on a3, but in this particular position it should not be a big problem. In the next phase of the game White can consider c3-c4 to put pressure on the c6-pawn, as well as h4-h5, with a view to establishing a troublesome pawn on h6.","white","","","data_output/extracted_images/diagram_281_page_240.png","240","240","240"
"240","303","Berkes - Tudor","2022","Bg5","Bg5!","11. Bg5!","Bucharest (Rapid) 2022 11.Bg5! To get rid of the annoying pin, Black will need to seriously weaken the king’s shelter. 11...h6 12.Bh4 g5 12...Na5 attacks c4, but White’s attack is too dangerous after 13.f4+- followed by e4-e5. 13.Be1! 13.Bg3² gives White a smaller advantage. White intends f3-f4 with a big attack, and 13...e5?! does not help because 14.f4!! exf4 15.Nxf4! gxf4 16.Bh4+- is crushing.","white","","","data_output/extracted_images/diagram_282_page_241.png","241","240","241"
"241","304","Aronian - So","2023","Bg4","Bg4!","7... Bg4!","7...Bg4! Putting pressure on a piece that controls the centre. 7...Bg7 8.h3 and it would have been too late. 8.Be2 Bg7 9.0-0 0-0= Black will be in time for either ...e7-e5 or ...b7-b6. (With one move more, White would have been able to keep everything protected.)","black","","","data_output/extracted_images/diagram_283_page_241.png","241","241","242"
"242","306","Osmak - Ward","2022","Nd4","Nd4!","17... Nd4!","17...Nd4! Potentially opening up the c-file or the a8-h1 diagonal. Exchanging on f3 is also important to avoid White’s sacrifice with Bxh6, Nxh6+ and Qf4, as White would need the second knight for the attack. 18.Nxd4 18.c3 Nxf3+ 19.Bxf3 bxc3 20.bxc3 d4³ 18...cxd4 Black has enough counterplay not to let White attack for free.","black","","","data_output/extracted_images/diagram_284_page_243.png","243","242","243"
"243","307","Braamhaar - Juth","2023","Bc7","Bc7","12... Bc7","12...Bc7 Preparing ...Qd6. Since White has played h2-h3, it’s not currently possible to close the","black","","","data_output/extracted_images/diagram_285_page_243.png","243","243","243"
"244","309","Smith - Johansson","2022","b5","b5","15. b5","15.b5 With the knight on b6 undefended, this standard move comes with a threat. 15.a5 Nd7 16.Na4 looks nice, but there’s not much to achieve on the queenside. 15.Ng3 stops ...Bf5, but the game continuation is a better way to do it. 15...axb5 15...cxb5 is an important option to consider. (16.axb5 a5 would be fine for Black. However, since Black has delayed ...Be6, White can play 16.a5!+/- to target the d5-pawn. A useful idea to remember!) 16.axb5 The knight on b6 is hanging, so Black doesn’t have time for the desirable ...Bf5. 16...c5 16...Nc4?! 17.bxc6 bxc6 18.Bxc4 dxc4 19.Rb6+/- 17.dxc5 Qxc5² This position has been reached in several games besides my own - but none involving a World Champion.","white","","","data_output/extracted_images/diagram_286_page_245.png","245","244","245"
"247","313","Vocaturo - Grandelius","2010","c5","c5!","15... c5!","15...c5! Challenging White’s centre, and threatening to capture several times on d4 to get the e5- or h4-square for the knight. 15...Nh4? runs into 16.Nxh4 Qxh4 17.Nf5+/- when exchanging on f5 opens up for White’s rook, putting pressure on the e5-pawn. 16.Qd2 16.d5 is met by 16...Nh4= when the Nxh4/Nf5 idea is no longer dangerous. 16.dxc5 dxc5f Black threatens ...Rd8, chasing White’s queen from the defence of the knight on f3. 16...exd4 17.cxd4 cxd4 18.Bxd4 18.Nxd4 leaves White short of defenders on the kingside. Without going into details, 18...Bxh3!f is a promising sacrifice. (18...Nxg2!? is also adequate.) 18...Bxd4 19.Qxd4 Ne5 20.Nxe5 dxe5=","black","","","data_output/extracted_images/diagram_287_page_248.png","248","247","248"
"249","316","Siebrecht - Farago","2010","Na5","Na5!","11... Na5!","11...Na5! Taking control over the light squares. 12.Bd3 12.Ba2?! Be6 When playing for colour domination (in this case, the light squares c4 and d5), it’s generally favourable to exchange the bishops that control those squares. 12...Bg4! Immediately controlling the c4-square with 12...Qd5 allows White to avoid the pin: 13.Qa4 13.h3 Bh5³","black","","","data_output/extracted_images/diagram_288_page_250.png","250","249","250"
"252","320","Mensch - Giffard","2004","Bf3","Bf3!","16. Bf3!","16.Bf3! As the c3-knight is too far away from the f3-square, another defence is needed against ...h5- h4. 16.Bh3 also does the job, but in that case the bishop is worse placed in the event that Black","white","","","data_output/extracted_images/diagram_289_page_252.png","252","252","252"
"254","323","Bureev - Agalakov","2013","e4","e4!","10. e4!","10.e4! Opening up for the bishop on c1. The isolated d4-pawn will never be weak, as Black will need to arrange ...c6-c5 to liberate the light-squared bishop. 10.Ne5 can be adequately met by: 10...Nxe5 Black should exchange before the knight is reinforced with f2-f4. 11.dxe5 Ng4 12.f4 f6= (12...d4!? is also possible.) 10...dxe4 11.Nxe4 Bb7 12.Qe2 c5 12...Re8 13.Ne5² 13.Neg5² White has some initiative.","white","","","data_output/extracted_images/diagram_290_page_254.png","254","254","255"
"255","324","Nilsson - Smith","2006","Nf6","Nf6","4... Nf6","This highly unusual pawn structure can be compared with two popular opening variations featuring doubled pawns. The Caro-Kann with 4...Nf6 5.Nxf6+ exf6 features the same doubled f-pawns on Black’s side, but White does not have doubled c-pawns. Conversely, the Mikenas Variation of the English Opening (1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 d4 5.exf6 dxc3 6.bxc3 Qxf6) produces the same queenside structure for White, but without the doubled f-pawns for Black. Compared to the former, White’s queenside structure is weaker and less mobile, and there is no chance of White’s king being able to settle on the queenside. Compared to the latter, Black has a safer king. It might sound as if White is doing badly, but it’s actually not the case. 9.Bd3!² White’s advantage is the d5-square. The best set-up is Bd3, 0-0, Be3 and later Be4 (the key move). The bishop can sometimes continue to d5. 9.Be2?! was the less purposeful continuation that I chose in the game. 9...Nc6 Threatening the pawn. 9...Bg4 10.h3! Bh5 11.Rb1² leaves Black with weak light squares on the queenside; having been driven to h5, the bishop has no way back. 10.d5! Ne5 11.Nxe5 fxe5 12.f4²","black","","","data_output/extracted_images/diagram_291_page_256.png","256","255","256"
"255","325","Smith - Namini","2019","Nf6","Nf6","4... Nf6","This highly unusual pawn structure can be compared with two popular opening variations featuring doubled pawns. The Caro-Kann with 4...Nf6 5.Nxf6+ exf6 features the same doubled f-pawns on Black’s side, but White does not have doubled c-pawns. Conversely, the Mikenas Variation of the English Opening (1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 d4 5.exf6 dxc3 6.bxc3 Qxf6) produces the same queenside structure for White, but without the doubled f-pawns for Black. Compared to the former, White’s queenside structure is weaker and less mobile, and there is no chance of White’s king being able to settle on the queenside. Compared to the latter, Black has a safer king. It might sound as if White is doing badly, but it’s actually not the case. 9.Bd3!² White’s advantage is the d5-square. The best set-up is Bd3, 0-0, Be3 and later Be4 (the key move). The bishop can sometimes continue to d5. 9.Be2?! was the less purposeful continuation that I chose in the game. 9...Nc6 Threatening the pawn. 9...Bg4 10.h3! Bh5 11.Rb1² leaves Black with weak light squares on the queenside; having been driven to h5, the bishop has no way back. 10.d5! Ne5 11.Nxe5 fxe5 12.f4²","black","","","data_output/extracted_images/diagram_292_page_256.png","256","255","256"
"256","326","Browne - Marovic","1970","Nxe4","Nxe4","11... Nxe4","11...Nxe4 A neutral move like 11...Nbd7 leaves Black slightly worse due to some development challenges (especially with the c8-bishop) and White’s more active pieces. 12.Bxe4 f5! Black mobilizes the kingside pawn majority. Notice that this would not have been possible with a knight on c6 due to Bxc6, gaining control of the e5-square. 13.Bc2 Bf6 The following moves are ...Nc6 and ...e6-e5. The bishop on f6 stops White from developing smoothly. The chances are balanced.","black","","","data_output/extracted_images/diagram_293_page_257.png","257","256","257"
"257","327","Kryavkin - Smith","2019","Nb1","Nb1!","9. Nb1!","9.Nb1! Shifting the knight to c3, from where it controls d5 as well as b5. Delaying castling also makes it possible to meet Black’s short castling with h2-h4. This is hardly a revolutionary idea, and Black would answer with ...h7-h6 or ...h7-h5 - but still, it’s useful to have the option.","white","","","data_output/extracted_images/diagram_294_page_257.png","257","257","258"
"258","328","Smith - Hirneise","2010","gxh3","gxh3!","24. gxh3!","Dozens of games have reached similar positions, and in almost half of them White has missed Black’s mating combination. 24.gxh3! 24.Ra2?? Bxg2+ 25.Kxg2 Qh3+!! is the sacrificial motif that both players must be aware of in such positions. 26.Kxh3 Ng5+ 27.Kg2 Nh4+ 28.Kh1 g2# 24...Qxh3 25.Rf2 The only move that defends against mate. Not an easy move to play if you haven’t seen the idea before, but it’s a standard defence in many similar positions. 25...gxf2 26.Bxf2 Black is an exchange up, but the attack is stopped and White wins on the queenside and with the d5-square.","white","","","data_output/extracted_images/diagram_295_page_258.png","258","258","258"
"259","330","Rajkovic - Vratonjic","2007","Qa4","Qa4+!","8. Qa4+!","8.Qa4+! With less space, Black is happy to exchange one (or several) minor pieces in the Benoni","white","","","data_output/extracted_images/diagram_296_page_259.png","259","259","259"
"260","332","Zucchelli - Gladyszev","1996","h4","h4!","15. h4!","15.h4! To stop ...h5-h4, which would prepare an attack against the white king and the h2-square. In the structure with Bg5xf6 and ...e7xf6, White’s main objectives are to restrict Black’s dark-squared bishop and make any necessary prophylactic moves on the kingside, while gradually expanding on the queenside. The knights can be placed on e2 and c3 (as in this example), or d2 and e2 (to have Nf3 available in case Black plays ...g6-g5), or even c3 and h3. In any case, ...h7-h5 is almost exclusively answered by h2-h4. No other moves are required for the exercise, but it’s worth seeing how the game may develop from here. 15...Ng4 16.Bf3! As White does not have a knight available to come to f3, another defence is needed against ...g6-g5 and ...h5-h4. 16...g5 17.Kg2! gxh4 Black’s best is to sacrifice a pawn with: 17...f4! 18.gxf4 gxf4 19.Bxg4 hxg4 20.Nxf4 Qf6!² Followed by ...Bf5 and ...Bh6. 18.Rh1 hxg3 19.Bxg4 hxg4 19...fxg4 20.Rxh5+/- 20.Nxg3+/-","white","","","data_output/extracted_images/diagram_297_page_260.png","260","260","261"
"264","338","Skrondal - Kvisvik","2009","Or","Or","7. Or","To stop ...d6-d5, White has been clever with Nf3-d2-f1-(e3) before castling. But Black has also been clever by avoiding ...Bg7. Or has he? 8...Bg7! Black should focus on completing development and accept the hole on d58...d5? was played in the game, when 9.Bg5!+/- would have left Black in a mess","white","","","data_output/extracted_images/diagram_298_page_264.png","264","264","264"
"265","339","Stojanovic - Saric","2005","c5","c5!","12. c5!","12.c5! Attacking the knight and threatening to exchange on d6. That would be in White’s favour, since the knight can settle on d5 without being chased away by ...c7-c6. 12...exd4 13.Nd5 Qd8 14.Bxa6 bxa6 15.Nxd4+- White’s knights are tremendous and there is already a threat to trap the queen.","white","","","data_output/extracted_images/diagram_299_page_265.png","265","265","265"
"270","342","Steinitz - Chigorin","1892","cxd5","cxd5","9. cxd5","9.cxd5 This becomes attractive as soon as Black’s knight has moved from b8 - otherwise there is ...c6xd5 and ...Nc6. Lasker’s 9.f4 ruled out e3-e4 as an idea. 9.0-0-0 can be met by 9...dxc4„ followed by ...b7-b5. 9.e4?! is too ambitious: 9...e5f 9...Nxd5 9...exd5 10.0-0-0+/- is good for White, who might follow up with Kb1 and e3-e4. 9...cxd5? 10.Rc1 wins material. 10.Nxd5 exd5 With the knight on d7, Black can’t afford to open the c-file. 11.0-0-0+/-","white","","","data_output/extracted_images/diagram_300_page_272.png","272","270","272"
"271","343","Lasker - Blackburne","1892","cxd5","cxd5","9. cxd5","9.cxd5 This becomes attractive as soon as Black’s knight has moved from b8 - otherwise there is ...c6xd5 and ...Nc6. Lasker’s 9.f4 ruled out e3-e4 as an idea. 9.0-0-0 can be met by 9...dxc4„ followed by ...b7-b5. 9.e4?! is too ambitious: 9...e5f 9...Nxd5 9...exd5 10.0-0-0+/- is good for White, who might follow up with Kb1 and e3-e4. 9...cxd5? 10.Rc1 wins material. 10.Nxd5 exd5 With the knight on d7, Black can’t afford to open the c-file. 11.0-0-0+/-","white","","","data_output/extracted_images/diagram_301_page_272.png","272","271","272"
"272","344","Steinitz - Lasker","1897","a6","a6!","10... a6!","10...a6! Preparing ...c6-c5 is the top priority, to activate the bishop (which will soon go to b7) and get rid of the backward pawn. 10...Bb7 11.0-0 a6 allows 12.Bxf6 Nxf6 (to stop Ne4) 13.Na4 Nd7 14.Rac1 Qc7 15.Nc5 Nxc5 16.dxc5 and the bishop is temporarily bad on b7. Black’s position is still okay, but the game continuation is more precise.","black","","","data_output/extracted_images/diagram_302_page_272.png","272","272","273"
"273","345","Capablanca - Marshall","1909","g4","g4!","11. g4!","11.g4! With an extra move, Black could have stopped this advance with ...Bg5. 11.Nf5 Ng5= 11...Bg6 12.Nf5+/- Black is not in a position to make use of the weakened squares (f3, f4, h3 and h4). White can answer ...h6-h5 with h2-h3.","white","","","data_output/extracted_images/diagram_303_page_273.png","273","273","273"
"273","346","Capablanca - Meyer Phillips","1913","Nd4","Nd4!","12. Nd4!","12.Nd4! White’s idea is to play c3xd4 to control the escape square on c5, and thus threaten to harass the e4-knight. 12.Ra6?! Qd7 and White does not have the same trick anymore. 12...Qd7 12...Nxd4? 13.cxd4+- Black has no convenient way to meet f2-f3 followed by h2-h4 or f3-f4-f5. (Another merit of moving the knight from f3 is to open a path for the f-pawn.); 12...Nxe5?! 13.Bf4+/- wins an exchange with Nc6, or a piece after: 13...Bd6? 14.Nxe6 (But not 14.Bxe5 Bxe5 15.Nc6?? which runs into a trick: 15...Bxh2+ 16.Kxh2 Qd6+-+) 14...fxe6 15.Bxe5 Bxe5 16.Qh5++- 13.Re1+/- Indirectly defending the pawn on e5. Capablanca played: 13.Ra6? Challenging the knight to obtain the cxd4 structure is a good idea, but here it allows: 13...Nxe5÷","white","","","data_output/extracted_images/diagram_304_page_274.png","274","273","274"
"274","347","Capablanca - Janowski","1914","Rb1","Rb1!","11. Rb1!","11.Rb1! Preparing an attack with b2-b4 is White’s best plan. 11.Qh4?! f6 and the queen will be hit by ...g7-g5 sooner or later. 11...Rhf8÷ Black’s best may be to capture on f3 and go ...f7-f5-f4. The game went: 11...f6 12.b4 Nf7 13.a4 Bxf3 14.Rxf3 b6 15.b5 cxb5 16.axb5 a5 17.Nd5 Qc5 18.c4+/- Capablanca managed to push d3-d4 and c4-c5 with a winning attack.","white","","","data_output/extracted_images/diagram_305_page_275.png","275","274","275"
"275","348","Lasker - Capablanca","1914","f5","f5!","12. f5!","pawn ending would be winning. White’s next move compromises the structure and produces a backward pawn on e4, but restricts Black’s pieces. 12.f5! White does not stand better, but that does not change the fact that Lasker’s move is clearly best. It’s difficult to find another plan for White. Black, on the other hand, had the easy plan of completing development with ...Ng6, ...b7-b6, ...Bb7 and ...Rad8. As soon as the knight arrives on g6, f4-f5 loses its effectiveness as the knight continues to e5. 12...b6 13.Bf4=","white","","","data_output/extracted_images/diagram_306_page_275.png","275","275","276"
"276","349","Winter - Capablanca","1919","g4","g4!","15. g4!","15.g4!² Chasing back the knight before Black gets too far on the queenside. 15.Kh1?! b4 16.Ne2 a5 17.g4 a4 18.Nbd4 d5 is an example of g4-g5 coming too late. 19.e5 Ne4³ 15...b4 16.Ne2 d5 16...Bc8 17.g5 Nd7 18.Qg3² 17.e5 Jumping forward to e4 will lose a pawn. 17...Ne8 18.Nc5²","white","","","data_output/extracted_images/diagram_307_page_277.png","277","276","277"
"276","350","Euwe - Fontein","1920","g4","g4!","15. g4!","15.g4!² Chasing back the knight before Black gets too far on the queenside. 15.Kh1?! b4 16.Ne2 a5 17.g4 a4 18.Nbd4 d5 is an example of g4-g5 coming too late. 19.e5 Ne4³ 15...b4 16.Ne2 d5 16...Bc8 17.g5 Nd7 18.Qg3² 17.e5 Jumping forward to e4 will lose a pawn. 17...Ne8 18.Nc5²","white","","","data_output/extracted_images/diagram_308_page_277.png","277","276","277"
"277","351","Kmoch - Alekhine","1922","h5","h5!","11... h5!","11...h5! With the annoying e4-pawn, it’s logical to prepare an attack and this is the way. 11...Nf6!? is also slightly better for Black. 11...Qh4 12.g3 Qh3 plans to continue the attack with ...Nf6-g4 or ...h7-","black","","","data_output/extracted_images/diagram_309_page_277.png","277","277","277"
"278","352","Capablanca - Janowski","1924","c5","c5²","16. c5²","16.c5² A reversed Benoni where White’s main plan is to advance with the pawn majority on the queenside. Black to move could have stopped White’s progress by 16...b6. 16.h5?! unnecessarily weakens the pawn. 16...Bb8 17.Nc4² Followed by b3-b4. It’s important to get the move order right, since 17.b4? is met by the clever 17...axb4 18.axb4 b5!µ when White’s queenside play is stifled, as capturing en passant runs into a discovered attack.","white","","","data_output/extracted_images/diagram_310_page_278.png","278","278","278"
